Emotions,Path
Angry,aug_1051_IEO_ANG_HI.wav
Neutral,aug_1015_TAI_NEU_XX.wav
Angry,aug_1057_TAI_ANG_XX.wav
Angry,aug_1042_TAI_ANG_XX.wav
Angry,aug_1066_TSI_ANG_XX.wav
Angry,aug_1073_TSI_ANG_XX.wav
Neutral,aug_1024_TSI_NEU_XX.wav
Neutral,aug_1031_TSI_NEU_XX.wav
Sad,aug_1042_WSI_SAD_XX.wav
Disgust,aug_1053_TIE_DIS_XX.wav
Sad,aug_1057_WSI_SAD_XX.wav
Disgust,aug_1046_TIE_DIS_XX.wav
Neutral,aug_1075_DFA_NEU_XX.wav
Neutral,aug_1060_DFA_NEU_XX.wav
Happy,aug_1020_IEO_HAP_LO.wav
Happy,aug_1035_IEO_HAP_LO.wav
Angry,aug_1037_DFA_ANG_XX.wav
Fear,aug_1001_IEO_FEA_LO.wav
Fear,aug_1014_IEO_FEA_LO.wav
Angry,aug_1022_DFA_ANG_XX.wav
Happy,aug_1064_WSI_HAP_XX.wav
Happy,aug_1071_WSI_HAP_XX.wav
Fear,aug_1045_WSI_FEA_XX.wav
Fear,aug_1050_WSI_FEA_XX.wav
Disgust,aug_1087_IEO_DIS_LO.wav
Sad,aug_1006_IEO_SAD_LO.wav
Sad,aug_1013_IEO_SAD_LO.wav
Happy,aug_1071_DFA_HAP_XX.wav
Disgust,aug_1040_ITH_DIS_XX.wav
Disgust,aug_1055_ITH_DIS_XX.wav
Happy,aug_1064_DFA_HAP_XX.wav
Fear,aug_1050_DFA_FEA_XX.wav
Angry,aug_1066_IEO_ANG_LO.wav
Angry,aug_1073_IEO_ANG_LO.wav
Fear,aug_1045_DFA_FEA_XX.wav
Angry,aug_1022_WSI_ANG_XX.wav
Angry,aug_1037_WSI_ANG_XX.wav
Neutral,aug_1060_WSI_NEU_XX.wav
Neutral,aug_1075_WSI_NEU_XX.wav
Sad,aug_1057_DFA_SAD_XX.wav
Sad,aug_1042_DFA_SAD_XX.wav
Disgust,aug_1009_IEO_DIS_LO.wav
Happy,aug_1046_IWW_HAP_XX.wav
Happy,aug_1053_IWW_HAP_XX.wav
Fear,aug_1067_IWW_FEA_XX.wav
Neutral,aug_1078_ITH_NEU_XX.wav
Fear,aug_1072_IWW_FEA_XX.wav
Sad,aug_1088_IEO_SAD_LO.wav
Sad,aug_1060_IWW_SAD_XX.wav
Sad,aug_1075_IWW_SAD_XX.wav
Disgust,aug_1058_WSI_DIS_XX.wav
Sad,aug_1049_TIE_SAD_XX.wav
Fear,aug_1048_ITH_FEA_XX.wav
Neutral,aug_1042_IWW_NEU_XX.wav
Neutral,aug_1057_IWW_NEU_XX.wav
Happy,aug_1069_ITH_HAP_XX.wav
Disgust,aug_1058_DFA_DIS_XX.wav
Angry,aug_1015_IWW_ANG_XX.wav
Angry,aug_1029_TIE_ANG_XX.wav
Neutral,aug_1049_IEO_NEU_XX.wav
Angry,aug_1037_MTI_ANG_XX.wav
Angry,aug_1022_MTI_ANG_XX.wav
Neutral,aug_1075_MTI_NEU_XX.wav
Neutral,aug_1060_MTI_NEU_XX.wav
Happy,aug_1056_IOM_HAP_XX.wav
Happy,aug_1043_IOM_HAP_XX.wav
Fear,aug_1077_IOM_FEA_XX.wav
Fear,aug_1062_IOM_FEA_XX.wav
Disgust,aug_1009_TSI_DIS_XX.wav
Happy,aug_1088_IEO_HAP_MD.wav
Disgust,aug_1038_TAI_DIS_XX.wav
Sad,aug_1070_IOM_SAD_XX.wav
Sad,aug_1088_TSI_SAD_XX.wav
Sad,aug_1065_IOM_SAD_XX.wav
Fear,aug_1050_MTI_FEA_XX.wav
Fear,aug_1045_MTI_FEA_XX.wav
Happy,aug_1071_MTI_HAP_XX.wav
Happy,aug_1064_MTI_HAP_XX.wav
Neutral,aug_1052_IOM_NEU_XX.wav
Neutral,aug_1047_IOM_NEU_XX.wav
Disgust,aug_1041_ITS_DIS_XX.wav
Disgust,aug_1054_ITS_DIS_XX.wav
Angry,aug_1010_IOM_ANG_XX.wav
Angry,aug_1005_IOM_ANG_XX.wav
Sad,aug_1057_MTI_SAD_XX.wav
Sad,aug_1042_MTI_SAD_XX.wav
Happy,aug_1079_MTI_HAP_XX.wav
Fear,aug_1058_MTI_FEA_XX.wav
Neutral,aug_1086_TAI_NEU_XX.wav
Disgust,aug_1049_ITS_DIS_XX.wav
Angry,aug_1018_IOM_ANG_XX.wav
Angry,aug_1087_IWL_ANG_XX.wav
Disgust,aug_1036_IEO_DIS_HI.wav
Disgust,aug_1023_IEO_DIS_HI.wav
Happy,aug_1082_TAI_HAP_XX.wav
Neutral,aug_1068_MTI_NEU_XX.wav
Disgust,aug_1027_IEO_DIS_MD.wav
Fear,aug_1087_TSI_FEA_XX.wav
Disgust,aug_1032_IEO_DIS_MD.wav
Disgust,aug_1073_IWL_DIS_XX.wav
Disgust,aug_1066_IWL_DIS_XX.wav
Happy,aug_1080_IEO_HAP_MD.wav
Disgust,aug_1014_TSI_DIS_XX.wav
Disgust,aug_1001_TSI_DIS_XX.wav
Happy,aug_1091_IEO_HAP_HI.wav
Happy,aug_1084_IEO_HAP_HI.wav
Sad,aug_1078_IOM_SAD_XX.wav
Sad,aug_1080_TSI_SAD_XX.wav
Disgust,aug_1025_TAI_DIS_XX.wav
Disgust,aug_1030_TAI_DIS_XX.wav
Disgust,aug_1045_DFA_DIS_XX.wav
Happy,aug_1074_ITH_HAP_XX.wav
Happy,aug_1061_ITH_HAP_XX.wav
Disgust,aug_1050_DFA_DIS_XX.wav
Fear,aug_1055_ITH_FEA_XX.wav
Fear,aug_1040_ITH_FEA_XX.wav
Angry,aug_1008_IWW_ANG_XX.wav
Angry,aug_1021_TIE_ANG_XX.wav
Angry,aug_1034_TIE_ANG_XX.wav
Neutral,aug_1063_TIE_NEU_XX.wav
Neutral,aug_1076_TIE_NEU_XX.wav
Neutral,aug_1041_IEO_NEU_XX.wav
Neutral,aug_1054_IEO_NEU_XX.wav
Sad,aug_1052_ITH_SAD_XX.wav
Sad,aug_1047_ITH_SAD_XX.wav
Disgust,aug_1014_IEO_DIS_LO.wav
Disgust,aug_1001_IEO_DIS_LO.wav
Angry,aug_1032_ITH_ANG_XX.wav
Angry,aug_1027_ITH_ANG_XX.wav
Neutral,aug_1070_ITH_NEU_XX.wav
Neutral,aug_1065_ITH_NEU_XX.wav
Fear,aug_1046_TIE_FEA_XX.wav
Fear,aug_1053_TIE_FEA_XX.wav
Happy,aug_1067_TIE_HAP_XX.wav
Happy,aug_1072_TIE_HAP_XX.wav
Sad,aug_1080_IEO_SAD_LO.wav
Sad,aug_1068_IWW_SAD_XX.wav
Fear,aug_1087_IEO_FEA_LO.wav
Disgust,aug_1050_WSI_DIS_XX.wav
Sad,aug_1041_TIE_SAD_XX.wav
Disgust,aug_1045_WSI_DIS_XX.wav
Sad,aug_1054_TIE_SAD_XX.wav
Fear,aug_1058_DFA_FEA_XX.wav
Happy,aug_1079_DFA_HAP_XX.wav
Disgust,aug_1048_ITH_DIS_XX.wav
Angry,aug_1086_IWW_ANG_XX.wav
Neutral,aug_1068_WSI_NEU_XX.wav
Disgust,aug_1072_IWW_DIS_XX.wav
Disgust,aug_1067_IWW_DIS_XX.wav
Neutral,aug_1068_DFA_NEU_XX.wav
Fear,aug_1009_IEO_FEA_LO.wav
Happy,aug_1028_IEO_HAP_LO.wav
Fear,aug_1058_WSI_FEA_XX.wav
Happy,aug_1079_WSI_HAP_XX.wav
Angry,aug_1048_IEO_ANG_MD.wav
Angry,aug_1009_IWL_ANG_XX.wav
Fear,aug_1054_ITS_FEA_XX.wav
Fear,aug_1041_ITS_FEA_XX.wav
Happy,aug_1075_ITS_HAP_XX.wav
Happy,aug_1060_ITS_HAP_XX.wav
Angry,aug_1059_IEO_ANG_HI.wav
Disgust,aug_1045_MTI_DIS_XX.wav
Disgust,aug_1050_MTI_DIS_XX.wav
Sad,aug_1053_ITS_SAD_XX.wav
Neutral,aug_1008_TAI_NEU_XX.wav
Sad,aug_1046_ITS_SAD_XX.wav
Angry,aug_1083_IOM_ANG_XX.wav
Neutral,aug_1039_TSI_NEU_XX.wav
Disgust,aug_1062_IOM_DIS_XX.wav
Disgust,aug_1077_IOM_DIS_XX.wav
Neutral,aug_1071_ITS_NEU_XX.wav
Neutral,aug_1064_ITS_NEU_XX.wav
Angry,aug_1033_ITS_ANG_XX.wav
Angry,aug_1026_ITS_ANG_XX.wav
Sad,aug_1028_IEO_SAD_MD.wav
Happy,aug_1019_TAI_HAP_XX.wav
Fear,aug_1038_TAI_FEA_XX.wav
Sad,aug_1069_IWL_SAD_XX.wav
Sad,aug_1039_IEO_SAD_HI.wav
Happy,aug_1028_TSI_HAP_XX.wav
Fear,aug_1009_TSI_FEA_XX.wav
Fear,aug_1029_MTI_FEA_XX.wav
Happy,aug_1008_MTI_HAP_XX.wav
Disgust,aug_1038_ITS_DIS_XX.wav
Angry,aug_1091_TSI_ANG_XX.wav
Angry,aug_1069_IOM_ANG_XX.wav
Angry,aug_1084_TSI_ANG_XX.wav
Disgust,aug_1070_TSI_DIS_XX.wav
Disgust,aug_1088_IOM_DIS_XX.wav
Disgust,aug_1065_TSI_DIS_XX.wav
Fear,aug_1091_IWL_FEA_XX.wav
Fear,aug_1084_IWL_FEA_XX.wav
Disgust,aug_1041_TAI_DIS_XX.wav
Disgust,aug_1054_TAI_DIS_XX.wav
Sad,aug_1009_IOM_SAD_XX.wav
Disgust,aug_1052_IEO_DIS_HI.wav
Sad,aug_1083_IWL_SAD_XX.wav
Disgust,aug_1047_IEO_DIS_HI.wav
Neutral,aug_1019_MTI_NEU_XX.wav
Disgust,aug_1017_IWL_DIS_XX.wav
Disgust,aug_1002_IWL_DIS_XX.wav
Disgust,aug_1043_IEO_DIS_MD.wav
Disgust,aug_1056_IEO_DIS_MD.wav
Neutral,aug_1025_IEO_NEU_XX.wav
Neutral,aug_1030_IEO_NEU_XX.wav
Sad,aug_1036_ITH_SAD_XX.wav
Sad,aug_1023_ITH_SAD_XX.wav
Angry,aug_1091_IEO_ANG_LO.wav
Angry,aug_1084_IEO_ANG_LO.wav
Happy,aug_1086_DFA_HAP_XX.wav
Fear,aug_1031_ITH_FEA_XX.wav
Fear,aug_1024_ITH_FEA_XX.wav
Happy,aug_1010_ITH_HAP_XX.wav
Disgust,aug_1021_DFA_DIS_XX.wav
Neutral,aug_1082_WSI_NEU_XX.wav
Disgust,aug_1034_DFA_DIS_XX.wav
Happy,aug_1005_ITH_HAP_XX.wav
Angry,aug_1079_IWW_ANG_XX.wav
Angry,aug_1045_TIE_ANG_XX.wav
Angry,aug_1050_TIE_ANG_XX.wav
Neutral,aug_1007_TIE_NEU_XX.wav
Neutral,aug_1012_TIE_NEU_XX.wav
Sad,aug_1019_IWW_SAD_XX.wav
Neutral,aug_1082_DFA_NEU_XX.wav
Disgust,aug_1034_WSI_DIS_XX.wav
Sad,aug_1025_TIE_SAD_XX.wav
Disgust,aug_1021_WSI_DIS_XX.wav
Sad,aug_1030_TIE_SAD_XX.wav
Angry,aug_1056_ITH_ANG_XX.wav
Angry,aug_1043_ITH_ANG_XX.wav
Disgust,aug_1070_IEO_DIS_LO.wav
Disgust,aug_1065_IEO_DIS_LO.wav
Neutral,aug_1014_ITH_NEU_XX.wav
Neutral,aug_1001_ITH_NEU_XX.wav
Happy,aug_1086_WSI_HAP_XX.wav
Happy,aug_1003_TIE_HAP_XX.wav
Happy,aug_1016_TIE_HAP_XX.wav
Fear,aug_1022_TIE_FEA_XX.wav
Fear,aug_1037_TIE_FEA_XX.wav
Neutral,aug_1019_WSI_NEU_XX.wav
Neutral,aug_1089_TIE_NEU_XX.wav
Happy,aug_1008_DFA_HAP_XX.wav
Disgust,aug_1039_ITH_DIS_XX.wav
Fear,aug_1029_DFA_FEA_XX.wav
Fear,aug_1090_IWW_FEA_XX.wav
Fear,aug_1085_IWW_FEA_XX.wav
Fear,aug_1029_WSI_FEA_XX.wav
Sad,aug_1082_IWW_SAD_XX.wav
Neutral,aug_1019_DFA_NEU_XX.wav
Disgust,aug_1016_IWW_DIS_XX.wav
Disgust,aug_1003_IWW_DIS_XX.wav
Happy,aug_1059_IEO_HAP_LO.wav
Fear,aug_1078_IEO_FEA_LO.wav
Sad,aug_1037_ITS_SAD_XX.wav
Sad,aug_1022_ITS_SAD_XX.wav
Neutral,aug_1079_TAI_NEU_XX.wav
Happy,aug_1086_MTI_HAP_XX.wav
Neutral,aug_1048_TSI_NEU_XX.wav
Angry,aug_1078_IWL_ANG_XX.wav
Angry,aug_1039_IEO_ANG_MD.wav
Happy,aug_1011_ITS_HAP_XX.wav
Happy,aug_1004_ITS_HAP_XX.wav
Fear,aug_1030_ITS_FEA_XX.wav
Fear,aug_1025_ITS_FEA_XX.wav
Disgust,aug_1021_MTI_DIS_XX.wav
Disgust,aug_1034_MTI_DIS_XX.wav
Angry,aug_1028_IEO_ANG_HI.wav
Neutral,aug_1082_MTI_NEU_XX.wav
Fear,aug_1049_TAI_FEA_XX.wav
Sad,aug_1018_IWL_SAD_XX.wav
Happy,aug_1068_TAI_HAP_XX.wav
Sad,aug_1059_IEO_SAD_MD.wav
Fear,aug_1078_TSI_FEA_XX.wav
Fear,aug_1080_IOM_FEA_XX.wav
Happy,aug_1059_TSI_HAP_XX.wav
Sad,aug_1048_IEO_SAD_HI.wav
Neutral,aug_1015_ITS_NEU_XX.wav
Disgust,aug_1006_IOM_DIS_XX.wav
Disgust,aug_1013_IOM_DIS_XX.wav
Angry,aug_1057_ITS_ANG_XX.wav
Angry,aug_1042_ITS_ANG_XX.wav
Sad,aug_1087_IOM_SAD_XX.wav
Neutral,aug_1024_IOM_NEU_XX.wav
Neutral,aug_1031_IOM_NEU_XX.wav
Disgust,aug_1037_ITS_DIS_XX.wav
Disgust,aug_1022_ITS_DIS_XX.wav
Angry,aug_1066_IOM_ANG_XX.wav
Angry,aug_1073_IOM_ANG_XX.wav
Fear,aug_1026_MTI_FEA_XX.wav
Fear,aug_1033_MTI_FEA_XX.wav
Happy,aug_1007_MTI_HAP_XX.wav
Happy,aug_1012_MTI_HAP_XX.wav
Happy,aug_1090_ITS_HAP_XX.wav
Happy,aug_1085_ITS_HAP_XX.wav
Sad,aug_1021_MTI_SAD_XX.wav
Sad,aug_1034_MTI_SAD_XX.wav
Disgust,aug_1018_IWL_DIS_XX.wav
Happy,aug_1020_IOM_HAP_XX.wav
Happy,aug_1035_IOM_HAP_XX.wav
Fear,aug_1001_IOM_FEA_XX.wav
Disgust,aug_1059_IEO_DIS_MD.wav
Fear,aug_1014_IOM_FEA_XX.wav
Angry,aug_1041_MTI_ANG_XX.wav
Angry,aug_1054_MTI_ANG_XX.wav
Disgust,aug_1048_IEO_DIS_HI.wav
Neutral,aug_1003_MTI_NEU_XX.wav
Neutral,aug_1016_MTI_NEU_XX.wav
Sad,aug_1006_IOM_SAD_XX.wav
Sad,aug_1013_IOM_SAD_XX.wav
Disgust,aug_1087_IOM_DIS_XX.wav
Neutral,aug_1081_ITS_NEU_XX.wav
Neutral,aug_1008_TIE_NEU_XX.wav
Neutral,aug_1034_IWW_NEU_XX.wav
Neutral,aug_1021_IWW_NEU_XX.wav
Angry,aug_1076_IWW_ANG_XX.wav
Angry,aug_1063_IWW_ANG_XX.wav
Happy,aug_1089_DFA_HAP_XX.wav
Sad,aug_1039_ITH_SAD_XX.wav
Happy,aug_1019_TIE_HAP_XX.wav
Fear,aug_1038_TIE_FEA_XX.wav
Angry,aug_1059_ITH_ANG_XX.wav
Happy,aug_1030_IWW_HAP_XX.wav
Happy,aug_1025_IWW_HAP_XX.wav
Fear,aug_1011_IWW_FEA_XX.wav
Happy,aug_1089_WSI_HAP_XX.wav
Fear,aug_1004_IWW_FEA_XX.wav
Disgust,aug_1082_IWW_DIS_XX.wav
Sad,aug_1016_IWW_SAD_XX.wav
Sad,aug_1003_IWW_SAD_XX.wav
Disgust,aug_1036_ITH_DIS_XX.wav
Happy,aug_1007_DFA_HAP_XX.wav
Happy,aug_1012_DFA_HAP_XX.wav
Disgust,aug_1023_ITH_DIS_XX.wav
Angry,aug_1010_IEO_ANG_LO.wav
Fear,aug_1026_DFA_FEA_XX.wav
Fear,aug_1033_DFA_FEA_XX.wav
Angry,aug_1005_IEO_ANG_LO.wav
Neutral,aug_1086_TIE_NEU_XX.wav
Sad,aug_1021_DFA_SAD_XX.wav
Sad,aug_1034_DFA_SAD_XX.wav
Angry,aug_1054_WSI_ANG_XX.wav
Angry,aug_1041_WSI_ANG_XX.wav
Neutral,aug_1016_WSI_NEU_XX.wav
Happy,aug_1091_ITH_HAP_XX.wav
Happy,aug_1084_ITH_HAP_XX.wav
Neutral,aug_1003_WSI_NEU_XX.wav
Neutral,aug_1003_DFA_NEU_XX.wav
Neutral,aug_1016_DFA_NEU_XX.wav
Disgust,aug_1019_IWW_DIS_XX.wav
Happy,aug_1056_IEO_HAP_LO.wav
Happy,aug_1043_IEO_HAP_LO.wav
Fear,aug_1077_IEO_FEA_LO.wav
Angry,aug_1041_DFA_ANG_XX.wav
Angry,aug_1054_DFA_ANG_XX.wav
Fear,aug_1062_IEO_FEA_LO.wav
Disgust,aug_1025_TIE_DIS_XX.wav
Sad,aug_1034_WSI_SAD_XX.wav
Disgust,aug_1030_TIE_DIS_XX.wav
Sad,aug_1021_WSI_SAD_XX.wav
Sad,aug_1070_IEO_SAD_LO.wav
Sad,aug_1065_IEO_SAD_LO.wav
Happy,aug_1082_TIE_HAP_XX.wav
Happy,aug_1012_WSI_HAP_XX.wav
Happy,aug_1007_WSI_HAP_XX.wav
Neutral,aug_1080_ITH_NEU_XX.wav
Fear,aug_1033_WSI_FEA_XX.wav
Fear,aug_1026_WSI_FEA_XX.wav
Angry,aug_1032_IEO_ANG_HI.wav
Angry,aug_1027_IEO_ANG_HI.wav
Angry,aug_1077_IWL_ANG_XX.wav
Angry,aug_1062_IWL_ANG_XX.wav
Angry,aug_1023_IEO_ANG_MD.wav
Angry,aug_1036_IEO_ANG_MD.wav
Neutral,aug_1035_IWL_NEU_XX.wav
Neutral,aug_1020_IWL_NEU_XX.wav
Angry,aug_1010_TSI_ANG_XX.wav
Angry,aug_1005_TSI_ANG_XX.wav
Neutral,aug_1052_TSI_NEU_XX.wav
Neutral,aug_1047_TSI_NEU_XX.wav
Neutral,aug_1063_TAI_NEU_XX.wav
Sad,aug_1038_ITS_SAD_XX.wav
Neutral,aug_1076_TAI_NEU_XX.wav
Happy,aug_1089_MTI_HAP_XX.wav
Angry,aug_1021_TAI_ANG_XX.wav
Angry,aug_1034_TAI_ANG_XX.wav
Sad,aug_1088_IOM_SAD_XX.wav
Happy,aug_1074_IEO_HAP_HI.wav
Sad,aug_1070_TSI_SAD_XX.wav
Sad,aug_1065_TSI_SAD_XX.wav
Happy,aug_1061_IEO_HAP_HI.wav
Fear,aug_1055_IEO_FEA_HI.wav
Fear,aug_1040_IEO_FEA_HI.wav
Happy,aug_1065_IEO_HAP_MD.wav
Sad,aug_1041_TAI_SAD_XX.wav
Fear,aug_1010_IWL_FEA_XX.wav
Fear,aug_1005_IWL_FEA_XX.wav
Sad,aug_1054_TAI_SAD_XX.wav
Happy,aug_1070_IEO_HAP_MD.wav
