Emotions,Path
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_merge_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_gun_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_near_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_knock_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_match_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_turn_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_fail_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_voice_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_read_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_shirt_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_haze_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_witch_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_mode_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_boat_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_soap_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_lore_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_happy/aug_OAF_sheep_happy.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_near_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_jail_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_week_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_chalk_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_ditch_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_beg_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_talk_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_met_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_chain_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_sure_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_yearn_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_date_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_good_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_wife_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_shout_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_tough_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_gas_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_void_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_death_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_witch_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_boat_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_keep_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_tell_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_kill_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_get_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_seize_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_dog_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_mop_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_wire_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_white_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_tape_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_ton_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_hurl_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_dip_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_chief_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_half_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_rain_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_wash_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_pad_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_kite_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_mill_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_moon_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_raise_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_rag_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_said_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_hit_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_shall_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_bean_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_cab_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_live_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_lease_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_whip_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_chat_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_have_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_dime_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_dead_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_hole_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_five_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_peg_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_lot_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_gaze_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_keen_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_goose_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_shack_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_laud_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_hire_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_perch_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_food_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_juice_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_fail_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_red_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_reach_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_love_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_hate_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_dab_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_puff_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_tool_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_hash_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_neat_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_book_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_bone_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_bar_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_team_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_jug_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_pole_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_such_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_sail_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_kick_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_burn_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_thumb_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_check_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_chair_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_mood_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_bought_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_hall_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_raid_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_rot_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_match_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_vine_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_choice_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_knock_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_mob_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_back_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_sell_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_hush_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_numb_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_home_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_limb_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_lid_ps.wav
Happy,../dataset/TESS_aug/OAF/OAF_pleasantsurprise/aug_OAF_when_ps.wav
